Symbol,StockPrice,DividendYearsPaid,DivPerYearPattern,ConsistentPayer,YearlyYieldDetails,DividendAmountsPKR,ConsistencyScore,Remarks,ExpectedDividend2025_PKR,ExpectedDividend2025_Percent,CalculationMethod
ATRL,670.15,"2024, 2023, 2022, 2018, 2017, 2016, 2015, 2013, 2012","1, 2, 1, 1, 1, 1, 1, 1, 1",Yes,2024: 0.75% | 2023: 2.24% | 2022: 1.49% | 2018: 0.37% | 2017: 0.90% | 2016: 0.75% | 2015: 0.75% | 2013: 0.37% | 2012: 0.37%,2024: Rs.5.00 | 2023: Rs.15.00 | 2022: Rs.10.00 | 2018: Rs.2.50 | 2017: Rs.6.00 | 2016: Rs.5.00 | 2015: Rs.5.00 | 2013: Rs.2.50 | 2012: Rs.2.50,100.0%,High consistency (100.0%): 9 years with dividends,Rs.3.02,0.45%,Growth trend
