Symbol,StockPrice,DividendYearsPaid,DivPerYearPattern,ConsistentPayer,YearlyYieldDetails,DividendAmountsPKR,ConsistencyScore,Remarks,ExpectedDividend2025_PKR,ExpectedDividend2025_Percent,CalculationMethod
PGLC,19.6,"2024, 2023, 2022, 2020, 2019, 2018, 2017, 2016, 2015, 2009","1, 1, 1, 1, 1, 1, 1, 1, 1, 1",Yes,2024: 11.22% | 2023: 17.86% | 2022: 5.10% | 2020: 1.28% | 2019: 3.83% | 2018: 6.38% | 2017: 0.00% | 2016: 2.55% | 2015: 14.36% | 2009: 2.55%,2024: Rs.2.20 | 2023: Rs.3.50 | 2022: Rs.1.00 | 2020: Rs.0.25 | 2019: Rs.0.75 | 2018: Rs.1.25 | 2017: Rs.0.00 | 2016: Rs.0.50 | 2015: Rs.2.82 | 2009: Rs.0.50,100.0%,"High consistency (100.0%): 10 years with dividends, Pattern: 1 dividends per year",Rs.0.79,4.02%,Growth trend
