Symbol,StockPrice,DividendYearsPaid,DivPerYearPattern,ConsistentPayer,YearlyYieldDetails,DividendAmountsPKR,ConsistencyScore,Remarks,ExpectedDividend2025_PKR,ExpectedDividend2025_Percent,CalculationMethod
PICT,42.8,"2024, 2023, 2022, 2021, 2020","1, 1, 3, 4, 1",Yes,2024: 21.26% | 2023: 46.73% | 2022: 49.30% | 2021: 76.17% | 2020: 11.68%,2024: Rs.9.10 | 2023: Rs.20.00 | 2022: Rs.21.10 | 2021: Rs.32.60 | 2020: Rs.5.00,100.0%,Perfect consistency: 5 consecutive years,Rs.6.19,14.46%,Growth trend
PNSC,411.5,"2024, 2023, 2022, 2021, 2020, 2019, 2018","2, 2, 2, 1, 1, 1, 1",Yes,2024: 3.65% | 2023: 6.08% | 2022: 2.43% | 2021: 0.73% | 2020: 0.55% | 2019: 0.49% | 2018: 0.36%,2024: Rs.15.00 | 2023: Rs.25.00 | 2022: Rs.10.00 | 2021: Rs.3.00 | 2020: Rs.2.25 | 2019: Rs.2.00 | 2018: Rs.1.50,100.0%,Perfect consistency: 7 consecutive years,Rs.1.19,0.29%,Growth trend
