Symbol,StockPrice,DividendYearsPaid,DivPerYearPattern,ConsistentPayer,YearlyYieldDetails,DividendAmountsPKR,ConsistencyScore,Remarks,ExpectedDividend2025_PKR,ExpectedDividend2025_Percent,CalculationMethod
PCAL,177.96,"2024, 2023, 2022, 2021, 2019, 2018","1, 2, 1, 2, 1, 3",Yes,2024: 0.56% | 2023: 1.12% | 2022: 3.65% | 2021: 5.90% | 2019: 0.56% | 2018: 4.21%,2024: Rs.1.00 | 2023: Rs.2.00 | 2022: Rs.6.50 | 2021: Rs.10.50 | 2019: Rs.1.00 | 2018: Rs.7.50,100.0%,Minor gap detected but overall consistent: 6 years with dividends,Rs.21.69,12.19%,Growth trend
