Symbol,StockPrice,DividendYearsPaid,DivPerYearPattern,ConsistentPayer,YearlyYieldDetails,DividendAmountsPKR,ConsistencyScore,Remarks,ExpectedDividend2025_PKR,ExpectedDividend2025_Percent,CalculationMethod
DCR,28.4,"2025, 2024, 2023, 2022","2, 3, 4, 1",Yes,2025: 3.87% | 2024: 5.28% | 2023: 6.62% | 2022: 1.51%,2025: Rs.1.10 | 2024: Rs.1.50 | 2023: Rs.1.88 | 2022: Rs.0.43,100.0%,Perfect consistency: 3 consecutive years,Rs.0.32,1.12%,Growth trend
GRR,23.37,"2025, 2024, 2023","1, 1, 1",Yes,2025: 14.98% | 2024: 7.49% | 2023: 12.84%,2025: Rs.3.50 | 2024: Rs.1.75 | 2023: Rs.3.00,100.0%,"Perfect consistency: 2 consecutive years, Pattern: 1 dividends per year",Rs.2.38,10.16%,Average of last 2 years
