Symbol,Name,Sector,Shares,Listed In
DCR,Dolmen City REIT,REAL ESTATE INVESTMENT TRUST,"2,223,700,000",ALLSHRKMIALLSHRKSE100KSE100PR
GRR,Globe Residency REIT,REAL ESTATE INVESTMENT TRUST,"140,000,000",ALLSHR
TPLRF1,TPL REIT Fund I,REAL ESTATE INVESTMENT TRUST,"1,835,000,000",ALLSHRKMIALLSHRKSE100KSE100PR
